Location,Date,record,Battery,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,TempK,TempC,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C
cm,date,record,Volt,Degree,Logger.Temp,NDVIDownRed,NDVIDownNIR,NDVIUpRed,NDVIUpNIR,NDVI,PRIDown532,PRIDown570,PRIUp532,PRIUp570,PRI,Degree in K,Degree in C,SWin,SWout,SWnet,LWin,LWout,LWnet,NetRad,Albedo,IR.BodyT.C,IR.TargetT.C

2000,"2016-03-22 10:28:08",2944,12.07,7.464,8,0.027,0.033,1.019,0.732,0.26,0.0239,0.0261,1.1451,1.1196,-0.055,276.9987,3.84874,765.5312,92.5109,673.0202,210.4208,344.2744,-133.8535,539.1668,0.1208454,4.201,7.405

2250,"2016-03-22 10:30:16",2947,12.17,7.444,9,0.027,0.031,1.015,0.726,0.232,0.0217,0.0217,1.135,1.1096,-0.011,277.0823,3.932266,761.9419,90.10162,671.8402,208.7787,345.3527,-136.574,535.2663,0.1182526,4.526,8

2500,"2016-03-22 10:32:58",2950,12.18,7.444,10,0.02,0.031,1.022,0.729,0.37,0.019,0.0177,1.1409,1.1198,0.026,277.125,3.974991,764.2493,88.70534,675.5439,209.6666,341.5066,-131.84,543.7039,0.1160686,4.648,3.369

2750,"2016-03-22 10:35:22",2953,12.17,7.444,11,0.02,0.034,1.02,0.729,0.408,0.0229,0.0231,1.1402,1.1137,-0.016,277.1039,3.953949,763.9929,87.88397,676.1089,209.3945,343.7688,-134.3743,541.7346,0.1150324,4.714,4.998

3000,"2016-03-22 10:37:22",2956,12.15,7.444,12,0.021,0.031,1.045,0.736,0.354,0.0199,0.0198,1.1586,1.1306,-0.01,277.0826,3.932602,776.8115,89.08863,687.7229,210.1435,338.5159,-128.3724,559.3505,0.114685,4.731,4.191

3250,"2016-03-22 10:39:40",2959,12.08,7.444,13,0.02,0.028,1.03,0.732,0.327,0.0153,0.0154,1.1557,1.1245,-0.017,277.0408,3.890839,770.4022,87.6102,682.792,208.9196,340.4252,-131.5055,551.2865,0.1137201,4.554,5.21

3500,"2016-03-22 10:41:46",2962,12.18,7.421,14,0.02,0.025,1.031,0.733,0.275,0.0143,0.0151,1.1491,1.1228,-0.039,276.9984,3.848404,771.9405,86.78886,685.1516,208.8855,344.3573,-135.4718,549.6798,0.1124295,4.46,6.671

3750,"2016-03-22 10:44:08",2965,12.05,7.399,15,0.018,0.024,1.037,0.735,0.306,0.0127,0.0142,1.1507,1.1274,-0.066,276.9984,3.848404,774.7606,89.7457,685.0149,210.1637,344.104,-133.9403,551.0746,0.1158367,4.416,5.523

4000,"2016-03-22 10:46:16",2968,12.17,7.399,16,0.015,0.031,1.041,0.735,0.491,0.0123,0.0128,1.1585,1.1254,-0.034,276.9567,3.806656,778.6061,92.2645,686.3417,210.6442,340.4415,-129.7973,556.5443,0.1184996,4.245,2.839

4250,"2016-03-22 10:48:22",2971,12.17,7.356,17,0.016,0.032,1.039,0.736,0.477,0.0152,0.0147,1.1622,1.1278,0.002,276.9777,3.827698,776.0425,93.41437,682.6281,208.7857,346.6212,-137.8356,544.7926,0.1203728,4.355,3.94

4500,"2016-03-22 10:51:10",2974,12.13,7.311,18,0.025,0.034,1.051,0.741,0.317,0.0216,0.0224,1.1709,1.1472,-0.028,276.8725,3.722473,783.4772,95.41299,688.0642,210.1535,349.829,-139.6755,548.3887,0.1217814,4.173,7.199

250,"2016-03-22 12:03:58",2977,12.18,9.62,1,0.031,0.031,1.121,0.764,0.189,0.0276,0.028,1.1687,1.1413,-0.019,280.1732,7.023163,810.1401,93.41437,716.7257,230.3334,370.0563,-139.7229,577.0028,0.1153064,6.576,12.05

500,"2016-03-22 12:07:18",2980,12.13,9.64,2,0.03,0.035,1.124,0.763,0.264,0.0238,0.025,1.1782,1.1493,-0.037,280.0469,6.896866,810.6528,96.56288,714.09,219.7343,366.3877,-146.6534,567.4366,0.1191174,6.682,10.71

750,"2016-03-22 12:09:20",2983,12.15,9.64,3,0.025,0.029,1.127,0.766,0.261,0.0168,0.0196,1.1799,1.1507,-0.089,280.0463,6.896286,813.7293,96.39862,717.3307,217.6862,365.9625,-148.2763,569.0544,0.1184652,6.867,10.26

1000,"2016-03-22 12:12:22",2986,12.14,9.68,4,0.024,0.027,1.129,0.766,0.248,0.0185,0.0189,1.1863,1.1571,-0.023,280.131,6.981048,814.7548,94.20835,720.5464,217.427,367.7358,-150.3088,570.2376,0.1156279,7.091,10.71

1250,"2016-03-22 12:14:40",2989,12.14,9.68,5,0.023,0.029,1.133,0.765,0.303,0.0182,0.0181,1.1818,1.1501,-0.011,280.3837,7.233673,817.575,94.97494,722.6,217.2396,363.0874,-145.8478,576.7522,0.1161666,7.491,8.72

1500,"2016-03-22 12:18:20",2992,12.15,9.77,6,0.02,0.042,1.134,0.768,0.512,0.0153,0.0208,1.1811,1.1551,-0.163,280.2153,7.065262,815.2675,93.60603,721.6615,216.995,362.4152,-145.4201,576.2413,0.1148163,7.271,7.44

1750,"2016-03-22 12:20:24",2995,12.17,9.82,7,0.02,0.039,1.134,0.767,0.485,0.0139,0.0157,1.1815,1.1479,-0.075,280.2153,7.065262,817.575,96.12482,721.4502,217.6767,365.9609,-148.2842,573.166,0.1175731,7.181,8.2

2000,"2016-03-22 12:23:46",2998,12.16,9.82,8,0.029,0.034,1.139,0.773,0.267,0.0281,0.0292,1.1786,1.16,-0.027,280.1521,7.002106,819.1132,96.59025,722.5229,217.1059,368.4317,-151.3258,571.1972,0.1179205,7.108,11.84

2250,"2016-03-22 12:25:48",3001,12.16,9.82,9,0.03,0.034,1.139,0.77,0.253,0.0221,0.0239,1.1898,1.1598,-0.052,279.9405,6.790481,819.3696,95.49513,723.8745,217.0744,365.1827,-148.1082,575.7661,0.1165471,6.755,11.89

2500,"2016-03-22 12:29:42",3004,12.18,9.77,10,0.023,0.038,1.135,0.77,0.418,0.0166,0.0188,1.1787,1.1523,-0.073,280.0252,6.875244,817.575,95.44037,722.1345,217.3258,363.7472,-146.4214,575.7132,0.1167359,6.934,9.15

2750,"2016-03-22 12:31:42",3007,12.24,9.75,11,0.018,0.031,1.14,0.768,0.438,0.014,0.0147,1.1885,1.1496,-0.041,280.0469,6.896866,821.6769,94.39999,727.2769,218.2857,362.1665,-143.8808,583.396,0.114887,6.906,7.039

3000,"2016-03-22 12:34:50",3010,12.17,9.73,12,0.02,0.03,1.142,0.772,0.379,0.0164,0.015,1.1876,1.1635,0.034,280.0679,6.917938,820.9078,94.12622,726.7815,217.8793,364.8041,-146.9248,579.8568,0.1146611,7.108,9.99

3250,"2016-03-22 12:37:18",3013,12.17,9.73,13,0.022,0.031,1.144,0.771,0.353,0.0176,0.0174,1.188,1.1593,-0.007,280.1305,6.980499,820.3951,92.86682,727.5282,217.68,366.2979,-148.6179,578.9103,0.1131977,7.254,11.65

3500,"2016-03-22 12:40:24",3016,12.15,9.73,14,0.022,0.027,1.146,0.769,0.293,0.0155,0.0167,1.1903,1.1558,-0.052,280.0884,6.9384,821.4205,93.16797,728.2525,218.1517,362.0356,-143.884,584.3686,0.113423,6.996,10.92

3750,"2016-03-22 12:42:38",3019,12.14,9.71,15,0.02,0.026,1.142,0.772,0.316,0.0151,0.0152,1.1862,1.1569,-0.016,279.8148,6.66478,822.1896,93.68817,728.5014,217.9831,358.6479,-140.6649,587.8365,0.1139496,6.464,9.21

4000,"2016-03-22 12:45:46",3022,12.16,9.62,16,0.015,0.033,1.145,0.77,0.532,0.0123,0.013,1.1886,1.1581,-0.041,279.647,6.496978,825.2662,94.34525,730.9209,217.6614,358.406,-140.7446,590.1763,0.114321,6.23,5.828

4250,"2016-03-22 12:48:06",3025,12.15,9.52,17,0.017,0.032,1.144,0.774,0.471,0.0131,0.0151,1.1838,1.1663,-0.078,279.4996,6.34964,825.7789,96.07007,729.7089,218.7206,358.6044,-139.8838,589.8251,0.1163387,6.001,5.223

4500,"2016-03-22 12:51:46",3028,12.16,9.37,18,0.024,0.03,1.151,0.775,0.3,0.0195,0.0201,1.2011,1.1711,-0.028,279.3734,6.223389,828.3425,97.87704,730.4656,218.607,363.467,-144.86,585.6056,0.1181601,5.973,9.45

250,"2016-03-22 14:02:48",3031,12.15,10.43,1,0.019,0.017,0.877,0.633,0.107,0.0133,0.0121,0.9067,0.8823,0.034,282.53,9.379959,248.6696,73.78422,174.8854,236.1031,370.8174,-134.7143,40.17105,0.2967159,9.32,9.96

500,"2016-03-22 14:05:00",3034,12.14,10.45,2,0.02,0.023,0.88,0.633,0.23,0.0149,0.0157,0.9214,0.8939,-0.041,282.3396,9.189651,657.0852,74.16752,582.9177,226.9504,365.2018,-138.2513,444.6663,0.1128735,9.1,9.99

750,"2016-03-22 14:07:02",3037,12.16,10.47,3,0.02,0.024,0.883,0.634,0.251,0.0144,0.0152,0.9263,0.895,-0.044,282.1494,8.999405,659.3926,73.61996,585.7727,225.3838,367.0175,-141.6337,444.1389,0.1116481,8.87,11.22

1000,"2016-03-22 14:09:14",3040,12.17,10.47,4,0.019,0.021,0.884,0.6370001,0.211,0.0159,0.0152,0.931,0.9075,0.01,282.0877,8.937729,660.9307,73.31878,587.6119,224.3879,366.9566,-142.5687,445.0432,0.1109326,8.77,10.9

1250,"2016-03-22 14:11:34",3043,12.15,10.47,5,0.018,0.024,0.882,0.635,0.299,0.0136,0.0137,0.93,0.8987,-0.021,282.002,8.852035,660.9307,73.78422,587.1465,224.9744,366.5205,-141.5462,445.6003,0.1116368,8.86,10.27

1500,"2016-03-22 14:13:40",3046,12.1,10.49,6,0.014,0.03,0.878,0.635,0.495,0.0099,0.0121,0.9256,0.9017,-0.113,281.981,8.830994,659.9052,74.00325,585.902,224.1857,366.4136,-142.2278,443.6741,0.1121422,9.02,8.73

1750,"2016-03-22 14:15:48",3049,12.18,10.52,7,0.012,0.024,0.877,0.634,0.469,0.0083,0.0093,0.9254,0.8976,-0.072,281.9396,8.789597,658.6234,72.77122,585.8522,224.5717,364.9367,-140.365,445.4871,0.1104899,8.98,8.15

2000,"2016-03-22 14:18:06",3052,12.18,10.52,8,0.018,0.022,0.874,0.6320001,0.257,0.0148,0.0149,0.9251,0.894,-0.02,281.7915,8.641494,656.5724,73.70209,582.8703,225.8647,365.7042,-139.8396,443.0308,0.1122528,8.94,11.42

2250,"2016-03-22 14:20:08",3055,12.14,10.54,9,0.022,0.026,0.875,0.631,0.242,0.0172,0.0163,0.9257,0.8972,0.011,281.8336,8.683609,657.0852,76.3304,580.7548,225.8228,367.0999,-141.2772,439.4777,0.1161651,9.02,13.09

2500,"2016-03-22 14:22:24",3058,12.17,10.56,10,0.018,0.034,0.875,0.6359999,0.444,0.0135,0.0161,0.9195,0.8917,-0.103,281.8547,8.704682,656.316,77.12436,579.1916,224.822,368.3888,-143.5668,435.6249,0.117511,9.01,11.7

2750,"2016-03-22 14:24:44",3061,12.11,10.56,11,0.013,0.025,0.877,0.6320001,0.455,0.0081,0.0081,0.9216,0.8922,-0.016,281.8126,8.662567,659.6489,77.4529,582.196,226.8237,369.1881,-142.3644,439.8316,0.1174153,9.03,7.742

3000,"2016-03-22 14:27:02",3064,12.17,10.56,12,0.013,0.021,0.87,0.631,0.38,0.0103,0.0093,0.9207,0.8912,0.035,281.6441,8.494141,655.5469,75.04362,580.5033,224.947,363.9439,-138.9969,441.5063,0.1144748,8.78,9.29

3250,"2016-03-22 14:29:02",3067,12.14,10.54,13,0.016,0.024,0.868,0.63,0.348,0.012,0.0131,0.9196,0.8902,-0.06,281.5389,8.388886,654.0086,75.53642,578.4722,225.4365,364.6772,-139.2407,439.2314,0.1154976,8.63,10.9

3500,"2016-03-22 14:31:12",3070,12.13,10.52,14,0.016,0.02,0.86,0.626,0.264,0.0111,0.0121,0.9108,0.8845,-0.058,281.4126,8.262589,649.3939,74.74246,574.6514,224.2013,363.3632,-139.1618,435.4896,0.1150957,8.45,10.58

3750,"2016-03-22 14:33:30",3073,12.16,10.49,15,0.016,0.021,0.857,0.625,0.286,0.0109,0.0124,0.9089,0.8819,-0.079,281.1389,7.988952,648.3685,75.5638,572.8047,223.9279,360.0402,-136.1124,436.6924,0.1165445,8.23,9.82

4000,"2016-03-22 14:33:30",3073,12.16,10.49,15,0.016,0.021,0.857,0.625,0.286,0.0109,0.0124,0.9089,0.8819,-0.079,281.1389,7.988952,648.3685,75.5638,572.8047,223.9279,360.0402,-136.1124,436.6924,0.1165445,8.23,9.82

4250,"2016-03-22 14:37:56",3079,12.15,10.34,17,0.01,0.021,0.851,0.625,0.482,0.0101,0.0101,0.9064,0.8789,-0.015,280.8232,7.673233,647.8557,71.89513,575.9606,225.2366,358.0298,-132.7931,443.1676,0.110974,7.722,6.207

4500,"2016-03-22 14:40:02",3082,12.16,10.27,18,0.013,0.017,0.856,0.6280001,0.281,0.0084,0.0076,0.9108,0.883,0.035,280.8666,7.716568,651.445,72.63434,578.8106,225.6248,363.2284,-137.6036,441.207,0.1114973,7.914,8.22

250,"2016-03-23 01:02:36",3085,12.13,5.397,1,0,0,0,0,NAN,0,0.0004,0,0,NAN,277.3803,4.230332,-0.3857358,0.2464037,-0.6321395,314.1761,330.1617,-15.98565,-16.61779,-0.6387888,4.454,2.858

500,"2016-03-23 01:05:10",3088,12.14,5.44,2,0,0,0,0,NAN,0.0003,0,0.0003,0,NAN,277.3593,4.209244,-0.6428973,0.1916486,-0.834546,311.0066,329.8066,-18.79995,-19.6345,-0.2981014,4.46,3.109

750,"2016-03-23 01:08:00",3091,12.14,5.485,3,0,0,0,0,NAN,0,0.0003,0,0,NAN,277.4856,4.335632,-0.3343066,0.4106757,-0.7449823,310.17,331.4316,-21.2616,-22.00658,-1.22844,4.532,3.299

1000,"2016-03-23 01:10:28",3094,12.07,5.485,4,0,0,0,0,NAN,0,0.0003,0.0007,0,NAN,277.4431,4.293152,-0.5657497,0.3285405,-0.8942902,311.0719,331.1413,-20.06944,-20.96373,-0.580717,4.532,2.96

1250,"2016-03-23 01:12:58",3097,12.1,5.528,5,0,0,0,0,NAN,0,0,0,0,NAN,277.4645,4.314545,-0.5657497,0.3559189,-0.9216685,312.3685,330.9073,-18.5388,-19.46047,-0.6291101,4.57,3.034

1500,"2016-03-23 01:15:32",3100,12.16,5.548,6,0,0,0,0,NAN,0.0003,0.0011,0.0033,0,NAN,277.5063,4.356308,-0.3600226,0.3285405,-0.6885631,314.0194,331.7849,-17.7656,-18.45416,-0.9125554,4.565,3.589

1750,"2016-03-23 01:17:58",3103,12.15,5.571,7,0,0,0,0,NAN,0,0.0005,0,0,NAN,277.5277,4.377746,-0.2057272,0.438054,-0.6437812,314.1234,331.5513,-17.42791,-18.0717,-2.129296,4.626,3.329

2000,"2016-03-23 01:20:32",3106,12.07,5.591,8,0,0,0,0,NAN,0,0.0002,0,0.0011,NAN,277.5695,4.41951,-0.231443,0.4106757,-0.6421186,314.4964,331.7538,-17.25749,-17.89961,-1.774414,4.664,3.269

2250,"2016-03-23 01:23:12",3109,12.12,5.614,9,0,0,0,0,NAN,0,0.0002,0.0007,0,NAN,277.633,4.483047,-0.5143179,0.2464054,-0.7607232,314.975,331.5556,-16.58054,-17.34126,-0.4790916,4.709,3.296

2500,"2016-03-23 01:25:44",3112,12.18,5.637,10,0,0,0,0,NAN,0,0,0.001,0,NAN,277.6533,4.503357,-0.1285795,0.5475676,-0.6761469,314.7327,332.3295,-17.59676,-18.2729,-4.258593,4.802,3.677

2750,"2016-03-23 01:28:28",3115,12.17,5.68,11,0,0,0,0,NAN,0.0005,0,0,0.0015,NAN,277.7586,4.608642,0,0.4928108,-0.4928108,315.4146,333.5162,-18.10172,-18.59453,+INF,4.847,3.763

3000,"2016-03-23 01:31:14",3118,12.09,5.7,12,0,0,0,0,NAN,0.0004,0.0003,0,0,NAN,277.7801,4.630081,-0.5143179,0.3011621,-0.81548,316.1153,332.6074,-16.49217,-17.30765,-0.5855564,4.874,3.26

3250,"2016-03-23 01:33:48",3121,12.15,5.743,13,0,0,0,0,NAN,0,0.0003,0.0018,0,NAN,277.7797,4.629715,-0.3343066,0.2464054,-0.5807119,319.2663,333.7876,-14.52129,-15.102,-0.7370641,4.869,3.802

3500,"2016-03-23 01:36:46",3124,12.18,5.765,14,0,0,0,0,NAN,0,0.0007,0.0007,0,NAN,277.7793,4.629318,-0.3343066,0.2737838,-0.6080904,318.8382,333.7855,-14.94734,-15.55543,-0.8189601,4.885,3.575

4000,"2016-03-23 01:40:20",3127,12.18,5.808,15,0,0,0,0,NAN,0.0007,0.0006,0,0,NAN,277.8429,4.692886,-0.3600226,0.2737838,-0.6338063,317.5285,333.8416,-16.31308,-16.94688,-0.7604628,4.924,3.858

4250,"2016-03-23 01:40:20",3127,12.18,5.808,15,0,0,0,0,NAN,0.0007,0.0006,0,0,NAN,277.8429,4.692886,-0.3600226,0.2737838,-0.6338063,317.5285,333.8416,-16.31308,-16.94688,-0.7604628,4.924,3.858

4500,"2016-03-23 01:45:20",3133,12.08,5.851,17,0,0,0,0,NAN,0,0,0,0,NAN,278.0114,4.861359,-0.3343066,0.3011621,-0.6354687,319.2008,333.3954,-14.19464,-14.8301,-0.9008562,5.029,3.3

250,"2016-03-23 10:12:54",3136,12.14,10.06,18,0.016,0.015,0.424,0.329,0.094,0.0139,0.0133,0.5197,0.5083,0.011,282.6571,9.507126,317.7228,39.67127,278.0515,307.4788,373.3254,-65.84663,212.2049,0.1248613,10.14,11.91

500,"2016-03-23 10:14:58",3139,12.15,10.2,1,0.012,0.014,0.415,0.32,0.204,0.0081,0.0086,0.5084,0.4928,-0.046,282.8256,9.675613,308.0784,36.71441,271.364,303.4005,371.4878,-68.08733,203.2766,0.1191723,10.4,11.81

750,"2016-03-23 10:17:02",3142,12.17,10.34,2,0.011,0.013,0.418,0.321,0.212,0.0086,0.0076,0.5113,0.4956,0.046,282.8888,9.738815,308.1556,35.42762,272.728,302.8726,368.6884,-65.81582,206.9121,0.1149667,10.49,11.06

1000,"2016-03-23 10:19:24",3145,12.12,10.47,3,0.011,0.013,0.43,0.33,0.213,0.0076,0.0084,0.5265,0.5067,-0.069,282.8232,9.673233,317.4141,35.97518,281.4389,302.6213,369.8716,-67.25021,214.1887,0.1133383,10.49,11.37

1250,"2016-03-23 10:21:40",3148,12.13,10.61,4,0.012,0.015,0.469,0.359,0.24,0.008500001,0.0101,0.5728,0.5559,-0.101,282.9074,9.757462,347.3501,39.53438,307.8157,301.8608,367.8557,-65.99491,241.8208,0.1138171,10.54,11.09

1500,"2016-03-23 10:23:44",3151,12.13,10.72,5,0.01,0.022,0.503,0.386,0.483,0.0084,0.0088,0.6129,0.5963,-0.037,282.9706,9.820663,372.9654,42.21746,330.748,300.9923,368.8556,-67.86324,262.8847,0.113194,10.48,10.47

1750,"2016-03-23 10:25:56",3154,12.14,10.83,6,0.012,0.023,0.5709999,0.435,0.431,0.007799999,0.0083,0.6854,0.6714,-0.041,283.0128,9.862778,425.3534,48.73351,376.6199,300.5271,370.7605,-70.23337,306.3865,0.1145718,10.58,10.82

2000,"2016-03-23 10:28:04",3157,12.12,10.95,7,0.016,0.018,0.541,0.41,0.195,0.015,0.0156,0.645,0.6325,-0.029,283.1602,10.01018,401.9756,45.80403,356.1716,301.1151,372.7852,-71.67013,284.5014,0.1139473,10.65,12.62

2250,"2016-03-23 10:30:12",3160,12.13,11.08,8,0.018,0.02,0.6280001,0.468,0.197,0.014,0.0141,0.7189,0.7015,-0.016,283.2436,10.09361,469.1001,54.40084,414.6993,302.6527,374.4814,-71.82873,342.8706,0.1159685,10.82,13.51

2500,"2016-03-23 10:32:16",3163,12.17,11.2,9,0.012,0.02,0.545,0.416,0.372,0.0082,0.0089,0.6542,0.6370001,-0.054,283.3692,10.21913,400.8954,45.83141,355.064,303.8114,376.6484,-72.83706,282.2269,0.1143226,10.91,12.56

2750,"2016-03-23 10:34:20",3166,12.14,11.31,10,0.01,0.02,0.523,0.399,0.448,0.0069,0.0074,0.6235,0.6114,-0.045,283.4314,10.28145,382.224,43.44948,338.7745,304.474,372.4114,-67.93741,270.8371,0.1136754,11.1,11.04

3000,"2016-03-23 10:36:36",3169,12.14,11.45,11,0.011,0.017,0.515,0.391,0.341,0.0086,0.007799999,0.6107,0.5991,0.039,283.4736,10.32359,376.9003,41.80678,335.0935,306.2252,371.1093,-64.88402,270.2095,0.1109226,11.07,11.38

3250,"2016-03-23 10:38:40",3172,12.13,11.54,12,0.011,0.015,0.494,0.377,0.282,0.0088,0.0081,0.5922,0.5751,0.027,283.4516,10.30168,360.9293,39.507,321.4223,305.8564,371.0805,-65.22408,256.1982,0.1094591,10.95,12.23

3500,"2016-03-23 10:41:04",3175,12.11,11.66,13,0.01,0.013,0.462,0.354,0.258,0.006,0.007,0.5541,0.5389,-0.091,283.5148,10.36482,338.0916,37.31673,300.7748,307.1202,373.433,-66.31289,234.4619,0.1103746,11.05,12.81

3750,"2016-03-23 10:43:20",3178,12.15,11.73,14,0.009,0.012,0.441,0.339,0.269,0.006699999,0.006,0.5292,0.515,0.042,283.4516,10.30168,320.8089,35.455,285.354,307.9015,369.8142,-61.91269,223.4412,0.1105175,10.89,11.86

4000,"2016-03-23 10:45:22",3181,12.13,11.79,15,0.007,0.016,0.441,0.34,0.496,0.0059,0.006,0.5277,0.5161,-0.02,283.4938,10.34376,320.5003,36.35849,284.1418,307.3521,369.9473,-62.59516,221.5466,0.1134429,10.95,10.65

4250,"2016-03-23 10:47:34",3184,12.13,11.86,16,0.008,0.017,0.431,0.332,0.468,0.0062,0.007,0.5199,0.5028,-0.077,283.4516,10.30168,313.6335,35.7014,277.9321,307.4754,370.6584,-63.18296,214.7492,0.1138316,10.84,10.15

4500,"2016-03-23 10:49:38",3187,12.13,11.93,17,0.012,0.015,0.419,0.322,0.239,0.0082,0.0091,0.5069,0.4918,-0.067,283.4938,10.34376,304.5293,35.67402,268.8553,307.0965,372.3111,-65.21462,203.6407,0.1171448,10.92,11.44

250,"2016-03-23 12:03:48",3190,12.15,15.21,18,0.027,0.022,0.835,0.551,0.105,0.0235,0.0235,0.9787,0.9658,-0.007,289.3786,16.22868,602.7324,69.92438,532.808,305.3193,412.4608,-107.1415,425.6665,0.1160123,17.17,19.44

500,"2016-03-23 12:06:50",3193,12.12,15.7,1,0.039,0.046,1.576,0.978,0.311,0.0281,0.0298,1.4276,1.4117,-0.035,290.0081,16.85814,905.5085,113.0727,792.4358,294.1338,425.6401,-131.5063,660.9295,0.124872,17.86,23.39

750,"2016-03-23 12:08:50",3196,12.12,16.02,2,0.033,0.037,1.564,0.923,0.31,0.0209,0.0217,1.3913,1.3661,-0.028,290.365,17.21498,939.6061,115.0713,824.5348,295.0892,430.0662,-134.9771,689.5578,0.1224676,18.13,23.08

1000,"2016-03-23 12:11:58",3199,12.13,16.51,3,0.022,0.022,0.9,0.592,0.206,0.016,0.0156,0.9566,0.9277,-0.003,290.6586,17.50859,610.9362,67.46032,543.476,297.5738,415.8273,-118.2536,425.2224,0.1104212,18.24,19.55

1250,"2016-03-23 12:14:06",3202,12.13,16.81,4,0.015,0.017,0.62,0.417,0.255,0.0113,0.0117,0.6958,0.6698,-0.036,290.4857,17.33574,435.5379,43.75065,391.7872,300.7873,407.2676,-106.4802,285.307,0.100452,17.83,18.16

1500,"2016-03-23 12:17:18",3205,12.11,17.14,5,0.012,0.024,0.601,0.422,0.48,0.0091,0.0111,0.6817,0.6591,-0.116,290.063,16.91301,430.5999,45.39335,385.2066,306.793,400.617,-93.82403,291.3826,0.1054188,17.08,15.87

1750,"2016-03-23 12:19:26",3208,12.13,17.29,6,0.012,0.022,0.612,0.43,0.446,0.007799999,0.008500001,0.6957,0.6731,-0.059,289.9577,16.80769,440.1671,46.92654,393.2406,308.426,402.1452,-93.71912,299.5214,0.1066107,16.91,16.24

2000,"2016-03-23 12:22:30",3211,12.12,17.46,7,0.032,0.036,1.224,0.821,0.253,0.0282,0.0303,1.2288,1.2067,-0.045,289.6826,16.53258,747.3266,86.65257,660.674,307.4182,407.211,-99.7928,560.8812,0.1159501,16.68,20.06

2250,"2016-03-23 12:24:46",3214,12.13,17.51,8,0.023,0.025,0.832,0.58,0.219,0.0175,0.017,0.9206,0.9011,0.004,289.6826,16.53258,571.4548,63.29881,508.1561,307.9294,412.1919,-104.2624,403.8936,0.1107678,16.64,21.43

2500,"2016-03-23 12:28:00",3217,12.13,17.64,9,0.023,0.037,1.11,0.724,0.423,0.016,0.0162,1.0924,1.073,-0.015,289.8089,16.65889,725.5348,84.57181,640.9631,307.2631,412.3824,-105.1193,535.8438,0.1165648,16.88,19.69

2750,"2016-03-23 12:30:06",3220,12.12,17.74,10,0.017,0.032,1.073,0.718,0.475,0.0111,0.0135,1.1324,1.1139,-0.106,290.0588,16.90886,675.7985,76.1119,599.6867,309.8376,416.8876,-107.05,492.6367,0.1126251,17.39,19.01

3000,"2016-03-23 12:33:52",3223,12.13,17.97,11,0.017,0.025,0.94,0.621,0.38,0.0109,0.0111,0.943,0.9192,-0.022,290.3326,17.18263,643.4956,70.71834,572.7773,308.458,409.7941,-101.336,471.4412,0.1098972,17.68,18.54

3250,"2016-03-23 12:36:06",3226,12.11,18.1,12,0.015,0.02,0.723,0.501,0.316,0.0103,0.0108,0.7686,0.7406,-0.042,290.2905,17.14049,499.962,52.51173,447.4503,309.7578,409.2223,-99.46458,347.9857,0.1050314,17.55,19.56

3500,"2016-03-23 12:39:26",3229,12.11,18.28,13,0.017,0.02,0.811,0.557,0.263,0.0108,0.0114,0.851,0.8303,-0.039,290.3522,17.20226,572.2239,64.12015,508.1038,309.4189,414.8838,-105.4648,402.6389,0.1120543,17.77,20.85

3750,"2016-03-23 12:41:40",3232,12.12,18.4,14,0.017,0.021,0.86,0.601,0.277,0.0103,0.0108,0.8761,0.8524,-0.037,290.268,17.11803,587.8627,66.52946,521.3332,313.6381,408.9289,-95.29082,426.0424,0.1131718,17.49,19.5

4000,"2016-03-23 12:44:56",3235,12.13,18.51,15,0.01,0.021,0.616,0.446,0.487,0.0073,0.0073,0.6998,0.6797,-0.015,289.9522,16.8022,432.4516,46.46111,385.9905,321.5181,401.7771,-80.259,305.7316,0.1074365,16.95,16.01

4250,"2016-03-23 12:47:06",3238,12.11,18.53,16,0.011,0.023,0.679,0.49,0.487,0.0076,0.0074,0.7571,0.742,0.003,289.5929,16.44292,479.5932,53.49735,426.0958,324.1367,404.0154,-79.87873,346.217,0.1115474,16.54,15.83

4500,"2016-03-23 12:50:08",3241,12.11,18.46,17,0.015,0.018,0.538,0.394,0.242,0.0116,0.0105,0.6179,0.5981,0.034,289.3206,16.17061,376.6689,42.13532,334.5335,331.3305,399.985,-68.65457,265.879,0.111863,16.06,16.5

250,"2016-03-23 14:02:58",3244,12.11,17.41,18,0.012,0.01,0.31,0.227,0.065,0.0091,0.0079,0.3715,0.3552,0.048,288.6942,15.5442,229.7665,27.76167,202.0048,333.6954,398.4129,-64.71754,137.2873,0.1208256,15.6,15.95

500,"2016-03-23 14:05:10",3247,12.11,17.34,1,0.01,0.01,0.333,0.246,0.15,0.006699999,0.007,0.3981,0.3813,-0.043,288.6495,15.49956,242.034,27.29624,214.7378,329.1911,397.1561,-67.965,146.7728,0.1127785,15.73,16.77

